#{"t_start": 1761630071.150025, "env_id": "None"}
r,l,t
100.0,998,339.458295
125.0,414,339.755227
100.0,858,343.229873
75.0,858,343.677819
-125.0,1169,344.069997
125.0,414,344.366014
-125.0,1107,344.760206
-13.95,2700,345.482428
125.65,727,345.886923
100.0,858,349.164364
100.0,858,349.63188
100.0,858,350.079631
-75.0,784,350.503107
126.9,431,350.810711
100.0,415,351.122473
-125.0,993,351.505231
166.75,647,351.893634
-125.0,1200,352.307944
100.0,858,352.766085
100.0,414,353.06674
100.15,421,356.448509
101.0,1832,357.341839
75.0,858,357.797421
100.85,790,358.284316
75.0,858,358.776965
75.0,858,359.253465
124.675,563,359.610115
120.55,355,359.930232
100.0,414,360.247908
125.0,414,360.567111
99.55,858,361.039692
111.4,455,364.424529
76.25,1102,364.974201
100.0,414,365.274142
100.0,414,365.586572
100.0,858,366.055174
100.0,414,366.351889
100.0,858,366.819173
100.0,415,367.115995
-73.6,1198,367.738813
100.0,858,368.18979
100.0,415,368.491073
100.0,858,372.005931
100.0,858,372.514418
100.0,858,372.969375
110.3,424,373.269577
-125.0,1025,373.650228
135.4,403,373.944976
125.0,414,374.260863
-123.2,1549,374.748655
100.9,426,375.044373
75.0,858,375.507844
125.0,340,375.773657
100.0,858,379.169644
143.5,1274,379.801408
75.0,858,380.249405
100.0,415,380.54413
101.0,414,380.854755
100.0,858,381.325387
100.0,415,381.622075
100.0,415,381.932781
100.0,414,382.242086
100.65,590,382.619279
75.0,1130,383.159693
-23.1,1424,386.733177
100.9,411,387.074461
100.0,414,387.407106
75.0,998,387.915648
73.9,1587,388.585216
100.0,414,388.880985
101.0,424,389.198646
-125.0,826,389.652082
-125.0,1199,390.051107
75.0,858,390.498051
100.75,422,390.793667
125.85,813,394.216261
-125.0,1019,394.590985
125.0,414,394.882046
100.0,415,395.194406
100.0,858,395.65885
-104.2,1583,396.139182
100.0,858,396.581615
100.9,423,396.878437
125.0,858,397.345287
126.6,432,397.647956
-40.15,2472,401.368151
101.0,418,401.664965
126.0,416,401.979309
100.0,414,402.296412
120.55,442,402.62444
125.0,340,402.902581
125.0,858,403.375129
75.0,858,403.818383
100.9,434,404.120147
100.0,858,404.580373
156.75,948,405.062635
100.0,858,408.522625
100.0,415,408.839963
100.0,414,409.152665
-97.35,1426,409.796867
100.0,858,410.248571
-125.0,1241,410.813749
133.5,839,411.258656
100.0,414,411.549648
100.75,418,411.859532
125.0,414,412.171402
100.0,414,412.483419
100.0,858,412.951782
100.0,858,416.395901
-104.45,2281,417.02944
125.0,415,417.322393
101.25,844,417.780385
125.0,340,418.044001
75.0,858,418.516723
100.0,858,418.968701
100.0,415,419.264541
100.0,858,419.734194
-124.25,1115,423.238518
100.0,414,423.533875
100.0,858,424.000757
-123.2,2390,424.656576
100.0,414,424.947672
99.55,858,425.40948
125.0,340,425.678172
100.65,823,426.135145
-125.0,776,426.441205
100.0,858,429.808165
100.0,858,430.291365
-125.0,1431,430.745612
76.0,418,431.038441
145.55,445,431.361613
75.0,858,431.823183
100.0,858,432.272978
